post_id,original_post,sentiment
66,".
我一直在想，為什麼我常常覺得疼痛，為什麼發著呆就會掉眼淚，為什麼慣性蜷曲著身子，感覺像剛被痛打一頓。
明明沒有人在傷害我，為什麼我總是覺得受傷？

可能只是一連串的不幸在同一天發生了，也可能是早上起來有點疲憊，但這些微小的事物集合起來，卻變成一股很大很大的悲傷，直接掐住我的心臟，把淚腺逼得發達，在那些平凡得可以的時刻，覺得自己活不下去了。

我一直以為是因為什麼緣故才這樣子的，可是我想不到，我甚至算是很幸福了，有什麼資格哭呢，有什麼理由痛呢，我為什麼像是剛遭遇巨大悲痛的人，想在陌生的公共場合抱頭大哭呢？

其實沒有人在傷害我，沒有人造成我的苦痛，可是我的傷似乎是不需要原因的，在某個瞬間，原本好好的，就突然崩潰了。而接連發生的每一件小事，都好像摧毀我的罪魁禍首。

講出來很可笑吧，我只是今天有點累，然後聽到了一首歌，情緒就崩潰了，而後發現心愛的人送的耳機壞了，竟然有種「為什麼這世界非得要徹底摧毀我」的絕望感；這是多麼大的事情呢，我為什麼這麼悲傷，為什麼痛到無法呼吸，才能夠稍微釋放一點點情緒？

而那些安慰甚至不能讓我好過一點，當我因為效率不佳而道歉的時候，收到的「沒關係」卻讓我離死亡更近了一點。
這沒有道理，我知道我徹徹底底的悲傷，可是我說不出原因，也說不出為什麼想要撕心裂肺的大吼，只覺得整個身體都要爆炸了，某種長年的力量把我推到鐵軌旁，而我甚至不知道那是什麼。",持續的無助感和情緒低落，符合中度憂鬱
67,".
很多人會探討人生的意義，我也會，而每個時期，我的答案都不一樣。
譬如此刻，我覺得人生並沒有意義。

我們就像在跑步機上走路，從緩慢踉蹌，到開始學會邁大步伐，而歲月是一個在旁邊亂按按鈕的白目，把速度越調越快，我們沒有選擇，只能為了不跌倒而開始狂奔。

沒有人想到、也沒有人去問，如果跌倒了會怎麼樣呢？
聽說會很慘、聽說有人牙齒都摔斷了，但我們終究只是聽說，無奈沒有人敢嘗試，所以也都只能埋頭狂奔，再沒有時間去想起曾經質疑的事情。

在體力即將耗盡的時候，待在跑步機上是很絕望的，你深知自己該休息了，可是你不能停止，留在身體裡的好像只剩下意志力，根本沒有靈魂。

此刻待在人擠人的車廂裡我也是一樣的，打下這樣的文字試圖讓靈魂不要飛得太遠，可是人群啊、工作啊、生活啊，已經擠壓得無暇容納其他了，彷彿我們的靈魂本來就沒有被預留空間，而它唯一能做的，就是離開這個身體，好讓身體心無旁騖的勞作，直到再也跑不動。

我在捷運轉站的時候抬起頭，看見一個個低頭的喪屍，他們是這樣過活，而我似乎也得這樣過活；畢竟轉站是為了前往下一站，而剛剛打卡下班的我，又要趕去上另一個晚班。

一天工作幾個小時才算跑完今天的公里數呢？我在通訊軟體裡和愛人說，今天請不要傳訊息給我了，我有期末考、電台節目、外包案子、工作一、工作二、畢業製作、活動主持、搬家要忙，下週還有兩個工作面試；同時兼了這麼多差以維持生活最低水平的我，算不算是夠努力奔跑了呢？如果哪天我跌倒了，會獲得「已經盡力了」還是「沒用」的評價呢？

疲憊的人是否也覺得匱乏？我很想知道這究竟是我的問題，還是社會的通病，有一天我終於跌倒的時候，要說「不客氣」還是「對不起」？
.
請原諒我對於活著還是厭倦了，因為我看得見我們奔向的不是一個美好的未來，只是不斷重複的輸送帶，我們的里程數在往上積累，實際上卻停在跑步機上的同一個點。
我沒有辦法在這樣的情況下繼續奔跑了，我想起沒有人問的那句「如果停下來會怎樣」。如果，我說如果，如果我停下來了會怎樣？",持續的絕望、自責感、無助感
68,".
日常負能量。

寫完了這句話後覺得，天啊怎麼這麼戳中我的心，最近每一天都覺得，我完全不想聽到什麼正面的話；那些奉勸別人好好活著的人啊，你難道可以解決我的問題嗎？你要給我錢嗎？

我不想知道明天會怎樣，我只知道今天很糟，而且我一點也不想等待明天來到。
不管它再怎麼美好，我、就、是、不、想。",【解析失敗】</OUTPUT>
69,".
但這並不是一篇治癒的文。

舊年的尾聲，不斷想起楊瀅靜的《關掉的時間》，覺得自己的世界好像也被關燈了，對於未來並沒有期待，並且一想到要活到明天，就覺得絕望疲憊。

我不想成為更好的人，不想迎接新的一年，因為痛苦是舊的，它們和我一起跨年。

我原諒你了，我讓你往前走，但我還在這裡，我就走到這裡。",強烈的絕望和自責，符合高度憂鬱
70,".
今天晚上的你在做什麼呢？

最近的自己很繁忙，甚至沒有時間去想不開心的事，可是光是無法思考這點就很讓人不開心了，所以也沒有因此變得比較開心。

有的時候，我甚至會出現片刻的斷片，突然間看不到前方，或者是感覺將要暈過去；我知道我需要停下來，但我只能看著自己像失控的列車朝懸崖奔去，在倒下並且再也爬不起來以前，我都沒有辦法停止。

醫生說我的全身都在發炎，這是過度疲勞的警訊，身體一個一個部位也開始出現嚴重的問題，但其實這樣的發炎狀況持續了兩年，因為我根本忙到沒有時間去看醫生。

以前聽別人喊忙都覺得只是一種推卸責任的說法，可是現在的我甚至忙到需要隨時準備離開，因為我知道自己很可能會過勞猝死。

很危言聳聽對吧？我也希望這只是誇大的說法。
但我停不下來，我生病了，很多時候我感覺不到自己的疲累，或者是感覺到了但無法控制自己。

我的雙眼常常痛到睜不開，我的左手幾乎無法握筆寫字了（我其實不知道存檔快用完了該怎麼辦），我的左腳骨頭根本還沒好就必須每天奔跑，我整個禮拜每天都在通宵，睡著的時候也都在做惡夢。

我也想不這麼忙的，可是我做不到，如果不時時刻刻告訴自己活著的意義，我根本沒辦法撐到明天。

每天都想要尋死的我，讓自己苟延殘喘的方式就是找永遠做不完的事情，用責任感勒索自己活下去。

我不知道勉強呼吸算不算是活著，也或許不久過後就會死掉也說不定，但我該怎麼解釋活著對我來說有多痛苦呢？每一分、每一秒，我都好想好想好想死，真的是好想好想好想好想好想好想好想死。

而我能做的，是告訴自己不能拖累團隊其他成員，然後強逼自己在明天睜開眼睛。",持續的絕望感和強烈的自責
71,".
我一直一直在想，上帝看著世界上受苦的人們，會不會感到自我懷疑呢，會不會覺得自己是否做錯了什麼，不然為什麼都沒有人開心，為什麼想要幸福的人，最後都還是哭了。

我告訴自己神造人是因為愛我們，可是一想到這件事，我的眼淚就一直掉。

如果他知道他的愛讓人們多辛苦，會不會也很難過呢。

起碼，真的我好難過。

文字｜書宇",輕度自責和絕望
72,".
最近真的好崩潰，到月底之前每天行程都是從早忙到凌晨，灌了很多能量飲料，連哭都沒有時間。

昨天跟朋友說我可能再也撐不下去了，但又因為太忙沒有空去死。
.
「如果我哪一天真的離開了，希望到時候的我會原諒自己。」
已經不知道該怎麼繼續下去了，但我還是不斷說著「沒事，我可以」，活著真的太痛苦了。真的，太痛苦了。",輕度焦慮
73,"看到這篇訪談的時候哭得一塌糊塗 
我們的外表看起來正常 
於是他們就以為我們真的正常 
那些情緒跟悲傷只是藉口 
只是一時的多愁善感 
他們不相信我們的脆弱來自於太過勇敢 
我們外表的完好是因為內心已經全然腐爛 
他們甚至不認為憂鬱是病

我不曉得是因為這個世界太過沒有耐心或是什麼原因 
我們似乎只會讓人感到不耐煩 
或許還會覺得如果我們真的死了就好了

所以我小心翼翼的活著 
不透露出悲傷的尾巴 
抑制暗黑色藤蔓放肆的蔓延 
我笑得像是世界末日也無所畏懼一樣
但我的孟浪是因為無淵的黑暗 
我害怕 所以我假裝相信永遠有陽光
我以為這樣世界就會愛我 
我以為假裝久了就會成真 
但現實是因此我被剝奪了顯露任何悲傷的權利 
這是多麼殘暴的事情 
當你難過 別人會報以驚訝與懷疑：怎麼可能，他不是最堅強最樂觀的嗎
可是從沒想過的是 
總是樂觀是一種虛偽的變態 
是最悲傷的人才會看起來的樣子
我們必須表現出快樂的樣子
我們必須
像在深淵面前巍巍站立 狂風越吹 我們笑得越放蕩
/
意識到自己此刻的悲傷已經不是萎頓的溫和式淚水
而是近乎發狂的激進式自毀
而我卻無能為力
只能看著最最溫柔的自己 被世界 被自己 剮成一癱不成形的血肉
-
對不起我最近真的狀態好糟😭",強烈的悲傷、憂鬱、自責、激進的自毀意念
74,"我只是害怕自己不夠好，不夠資格存在。
-
今天做了一件蠢事，忍不住生起自己的氣。要是自己不存在就好了。
氣得想毀滅自己了。",輕度焦慮和輕度自責
75,"我快樂不起來，
我連怎麼笑都忘了。",輕度焦慮和不安，符合輕度焦慮
76,"🕊️
其實我懂，我也知道，沒有家長看著自己小孩一直吃藥心裡會好受的，也應該說 是難受 是心疼的，然後我又會覺得讓家人陷入這種情緒，是我的錯誤，又開始的責怪自己，就這樣 惡性循環，只能怪我自己不能控制好自己
---追蹤emo girl 與你分享更多抗鬱日記",輕度焦慮和自責感
77,"🕊️
發作像做錯事似的 
：「我哪知道你那時又發瘋」
嗯 我也不知道
但 你知道 這是無法控制的嗎？
真的好累 真的好想死 真的好想結束
---追蹤emo girl 與你分享更多抗鬱日記",強烈的絕望和自責感，符合高度憂鬱
78,"🕊️日常紀錄
真的好不舒服 我已經很努力在控制了
但真的好累 快撐不下去
---追蹤emo girl 與你分享更多抗鬱日記",輕度焦慮
79,"🕊️
我真的不知道 不要再問我了
我不知道為什麼我在哭
不知道為什麼而難受
我真的不知道 別再問了 別再說一定有原因了
連我自己都不清楚 更何況你們...
---追蹤emo girl 與你分享更多抗鬱日記",極度的絕望和自責感，符合高度憂鬱
80,"🕊️
為什麼 總是不相信我真的生病了？
沒有人喜歡生病
沒有人喜歡天天吃一大堆藥
是真的很痛苦 是真的！！！
---追蹤emo girl 與你分享更多抗鬱日記",輕度焦慮
81,"我也不知道怎麽回事啊...
第三天沒去學校 Line裡跳出班導的訊息
是啊 我也想去學校呢
是啊 我也想完成學業呢
但怎麼了 最近我到底怎麼了
我做不到 連提到學校這兩個字
眼淚不受控制的滴下 開始焦慮 生理症狀開始出現
我能怎麼辦 我能怎麼做 我不知道
但 也很剛好 醫生這週也休假
我也沒辦法提早回診啊
這感覺 真的很很無助...
也成了我為什麼會吞藥 會傷害自己的原因
好像也只有這些能麻痹我了
---追蹤emo girl 與你分享更多抗鬱日記",強烈的自責、絕望感、焦慮、無助感
82,"早安 又是開始一天憂鬱與焦慮的日子
焦慮引起的胃痛 心悸 噁心 厭食 冒冷汗 心跳加快 就算吃了備用的抗焦慮藥物 還是不見其效果
好累 又是一天很累的日子 快結束吧
---追蹤emo girl 與你分享更多抗鬱日記",輕度焦慮
83,"每天 日復一日 人都陷於恐慌與低落情緒狀態 一些生理症狀 更明顯 更多
心跳加快 心悸 嘔吐 厭食 頭痛 胸悶 胃食道逆流等等等症狀 通通找上我
腦袋中也不斷的浮現想傷害自己的念頭
每次不是吞藥 就是刀割
---追蹤emo girl 與你分享更多抗鬱日記",強烈的自責和絕望，符合高度憂鬱
84,"Day 345/365

有時候，就突然覺得很累。

和朋友傾訴，就發現，人大了，覺得累很正常，而且越來越成為常態，而我們無能為力。",輕度焦慮和自責
85,"-
這世界少了我有差嗎

反正我死了地球照樣轉

差不多也該走了對吧。",強烈的絕望和自責
86,"-
如果我能消失不見那就好了",輕度焦慮
87,"-
真的快撐不下去了。",強烈的絕望和自責
88,"-
許一個願 做一場永遠醒不來的夢

當人真的太累了 下輩子不想再當人了

上輩子我是做了什麼殺人放火的事嗎

為什麼這輩子生病的人會是我

為什麼我必須經歷這些痛苦

讓我做一場永遠醒不來的夢吧",強烈的自責、持續的絕望
89,"-
生活是不公平的
我戰勝不過它 所以我只能選擇自殺",強烈的絕望和自責，符合高度憂鬱
90,"-
我要不要歇斯底里的告訴你

我撐不下去

活不好難過的要死

我經歷的難受你都沒經歷過

可是你不懂 你不懂

所以我只能擦掉眼淚

努力看清世界笑著跟你說

憂鬱症啊 還好 能挺住",持續的絕望感、輕度自責、輕度憂鬱
91,"-
如果我可以消失的話

那難過就再也找不到我了",輕度焦慮
92,"-
自殺又被救時

腦海裡只出現一句

為什麼要救我 都離我遠一點

我不想被救 我渴望死亡

我只想逃離這個世界",強烈的絕望感和自殺意念
93,".
手上滿是刀疤

會痛嗎 我一點都不覺得會痛

後悔嗎 好像也不後悔

畢竟這些傷痕都是我痛苦的證明

也是我努力活下來的痕跡",輕度焦慮
94,"-
記不清了

我只知道我每天都有吃不完的藥和流不完的眼淚",輕度焦慮
95,"-
看著那無數條的疤痕

始終不能明白

我到底做錯了什麼

才會讓自己變成這樣如此的殘破不堪",強烈的自責和絕望，符合極度憂鬱
96,"-
時間久了 手上的傷會癒合

時間再久 心裡的傷卻不會癒合",輕度的焦慮和失望
97,"-
每一次

是要有多麼的絕望

才會選擇離開這世界

沒有人懂

畢竟人的悲歡並不相同",強烈的絕望和自責，符合極度憂鬱
98,"·
好想再自私一次

拋開那些愛我的人和我愛的人

可理智卻一直阻擋著我

在我心裡 我已經死了好幾次了

我已不再是那個快樂的我

可老天爺也不想讓我離開

不知道自己要再自私多少次

才有機會解脫",強烈的絕望感
99,"如果不是 那可以讓我去死嗎？
-",輕度焦慮
100,"-
每天都有按時吃藥 也有定期回診
可是 怎麼還是這麼的痛苦
我不知道自己該怎麼做才能好起來了
我真的已經 盡 力 了。",輕度焦慮
101,"-
不管在哪裡我永遠都是多餘的.",輕度焦慮
102,"-
負面情緒。
說給誰聽呢。
他們真的能理解我嗎。
不。
他們只會傷害我而已。
還是一個人默默地承受就好了。",強烈的絕望和自責感
103,"-
每活一天 痛苦一天 我快樂不起來

日復一日 沒有快樂 只有悲傷和痛苦

我不想要孤獨 可我只剩下他了

儘管多次的自殺未遂

但最終我一定會離開的

現在的心願就是希望自己可以早日離開

真希望台灣可以合法使用安樂死

如果出生不能自己決定 但死亡總可以吧

不要再跟一位憂鬱症患者說

不要想太多 想開一點不就好了

沒用的

看到一篇網路上的文章 他說

「你們不會逼殘廢的人站起來
憑什麼逼我們想開一點？」

為什麼 到底是為什麼 我也不知道",持續的絕望、強烈的自責、輕度焦慮
104,"-
這世界一點都不溫柔。
因為我是憂鬱症患者。
所以你就可以這樣對待我嗎。
在全班面前詆毀我好玩嗎。
我死了。你會負責任嗎。
這樣一次又一次的傷害我好玩嗎。",強烈的自責、輕度焦慮
105,"-
我今年15歲 再過一個月即將邁入16歲
在我14歲的時候被確診為憂鬱症
我活得好累 即便如此 我還是很努力的活著
在我抗憂鬱的路上我發生了好多事情
自殺未遂又怎樣呢？
我還不是一樣活著
我還不是一樣聽到許多責罵的聲音
我已經很努力的在活著了
為什麼身旁的人總是看不見
或許真的是我不值得
我活著就是一個累贅 廢物 爛人
我想死 我不是想死 我只是不想活了
這句話很矛盾對吧
這世界給憂鬱症患者好多好多二次的傷害
你可以不去理解憂鬱症沒關係
但你可以試著不要說話
這樣就已經做得很好了 真的
我希望每個憂鬱症患者遇見的人都是善良的
不。
我希望每個善良的人遇見的人也都是善良的
祝福你。",強烈的自責、絕望感
106,"-
活著有什麼用呢？
憑什麼要用我的活著 來換取你們的快樂
人們總是開著自以為好笑的玩笑
去傷害身旁的任何一個人
是因為你們看不見我的難過
所以就可以這樣嗎？
是因為你們覺得這樣做會比較開心
所以就可以這樣嗎？",強烈的絕望、持續的自責
107,"-
無助 崩潰 失落 一次打壓在我身上
我不知道我該做些什麼才能讓自己好一些
換了一個新環境
沒有人懂我
沒有人能理解我
沒有人能救我
什麼都沒有
只能靠自己死命的撐
可我不知道 我哪一天會撐不下去",
108,"-
有些事 不說總比說出來更好。
只有你自己能明白 你心裡有多痛。",輕度焦慮和自責
109,"-
每次要睡著的時候
都會希望自己不要醒來
醒來
真的
好痛苦",輕度焦慮
110,"-
沒什麼想說的
只想趕快離開這世界。",輕度焦慮
111,"-
結局都會是死亡 那活著的意義是什麼
活著忍受憂鬱症的痛苦嗎..
活著忍受眾人的嘲笑嗎..
活著忍受各種的傷害嗎..
活著忍受..很多很多的事情嗎..",強烈的絕望和自責
112,"-
你們喜歡一個懂事的小孩
但我不想再繼續當個懂事的小孩了
-
至從懂事的那天起
我就再也沒有真正的快樂過",強烈的自責和絕望感
113,"-
每一次的回診 每一次的諮商
一次又一次把傷口扒開來治療
明明傷口都沒有癒合 卻又更大洞了
每扒開一次 我就痛一次
為什麼要這麼努力的治療卻都好不起來
有好幾次想過要放棄治療
可是我又繼續堅持下去了..",輕度焦慮和自責感
114,"-
表面上有著燦爛的笑容
內心卻極度的痛苦 又有誰看見了？",極度的絕望和自責，符合高級憂鬱
115,"-
不是所有的傷疤每個人都能看得見
一個人默默地承受一切的痛苦
每個人的經歷的事情都不一樣
而我 卻比身旁同年齡的朋友經歷了更多
-
時常可能會覺得
要是我能早點離開這世界 那該有多好
這樣一切都會結束了對吧？
也不必再繼續承受一堆沒必要的痛苦",強烈的絕望和自責感，符合高度憂鬱
116,"-
那些傷害 成為了我的陰影。

我也忘不了 因為我真的很痛。

每當想起一次 我就痛一次。

多希望這一切都沒發生過。",強烈的自責、持續的絕望
117,"-
對不起我就是個累贅
-
對不起我造成這麼多人的麻煩
-
對不起我很自私
-
對不起我不應該傷害自己
-
對不起我⋯不應該得憂鬱症。",強烈的自責和絕望，符合極度憂鬱
118,"-
我也想當個正常人
我不想要這樣 和其他人不一樣
但是我真的做不到。",強烈的自責和絕望，符合高度憂鬱
119,"-
被憂鬱症折磨的我
在一年內自殺了3次
結果
每次都會被發現 被送往醫院
所以直到現在 我都還活著
-
最近又發生了好多好多的事情
我時常會覺得
要是當時我沒有自殺未遂的話
那該有多好
也許我就能解脫了
-
我真的好累好累 生活一團亂
我已經不知道能為自己做點什麼了",強烈的絕望、自責感
120,"-
每個人都在用自以為很好的角度
關心著身旁任何一個憂鬱患者。
-
但你們永遠都不知道
你們有時說出來的話
只會給我帶來二次的傷害
讓我更痛苦 更自責 覺得自己真的很爛
-
如果你們真的不知道怎麼關心我
那就請你們不要說話
默默的陪在我身邊就好了",強烈的自責和絕望，符合高強度憂鬱
121,"-
對這世界一次又一次的絕望。
可我還活著。
-
躺在急診的病房裡
說真的 我挺無助的
腦海裡冒出的第一個想法是
為什麼我又失敗了
-
可能是上天還不想讓我死吧
我有時也會這麼的想
我也才十幾歲而已
還有很多很多的任務沒完成
-
可是我真的好累
可以放過我嗎 拜託。",強烈的絕望和自責感，符合高度憂鬱
122,"也許吧
所有人都以為放假了
就沒有壓力 也不會胡思亂想了
可是
並不是這樣的
忘不掉的回憶 在腦海當中無限循環
我想忘掉 可是我真的忘不掉
很多時候我都會覺得
為什麼不是傷害我的人得憂鬱症
而是被傷害的人生病
-
曾自殺未遂的我
總覺得為什麼要把我救起來
讓我再繼續承受這些沒必要的痛苦
生活逼迫我們成長
就算再痛苦再無助還是要撐下去
是吧
撐下去。
撐下去。
撐下去。",持續的無助感和情緒低落，符合中度憂鬱
123,"-
在成長的過程中 我一次次的受傷
不管過去受了過多少的傷害
我依舊努力的活著
在這之中 我也嘗試過自殺 自傷
如今我的手上滿是傷痕
帶給身旁的人
也只是異樣的眼光、批評、責罵
當時的我 我會懷疑自己是否還不夠努力
不理解的人可能都會跟我說
有什麼好憂鬱的、你自己要把事情放那麼大、開心一點不好嗎？、難道你想要吃藥過一輩子？、不要一直浪費資源資源、你就是個麻煩。
如果我說 我正在努力好起來
雖然不知道是什麼時候會好 你願意等我嗎？",【解析失敗】</OUTPUT>
124,"-
我什麼都不知道 我只知道我好累
憂鬱症發作-好轉-發作-好轉
每次都這樣無限的循環
每次都我想要自殺的時候
理智總把我一次次的拉了回來
我並不是真正的想死
我只是想要逃離人間 逃離痛苦",強烈的絕望和自責
125,"有人看得見我在求救嗎？
不敢直接表達求救訊號的我
總是透過哀居、類似的字詞發出求救訊號
就是希望有人可以看見我需要被幫忙
到頭來
還是沒人能發現我發出的訊號
最後一個人死命的撐
靠著最後的理智活在這世上
我真的好痛苦 可以抱抱我嗎⋯",極度絕望和自責感
126,"看不見的傷疤
當你掀起袖子
看到我手上無數條的傷痕
你可能會問我說我怎麼了 不會痛嗎？
我也都只是笑著說 我很好 我沒事
「自傷」根本不是想要求關注
對我而言 我只是想要感受到我還活著
藉由身體上的痛 來消除心理上的痛
我很努力的想要遮住我手上的傷痕
就算再怎麼熱 我還是穿著外套
也不必造成身旁人的異樣眼光
也許這樣才是最好的吧",輕度焦慮
127,"累
我的生活只用一個字來形容「累」
多希望有人可以發現我的難過 我的痛苦
每天強顏歡笑面對這個世界
晚上一個人躺在棉被裡以淚洗面。
外表我看起來真的笑得很開心
但內心早已破碎不堪 又有誰知道？",輕度焦慮
128,心累的時候，不管有多久的時間休息，仍然覺得疲倦,輕度焦慮和疲勞感
129,"「不被接納的感覺，是因為我把世界排除在外嗎。」

這幾天一直想掉眼淚，明明沒有傷心事，可卻有很深刻的反省。有時候眼淚對我來說是必要的清理，我順著它流動，把梗在心上的壓力釋放出來，我需要把腦袋的聲音關掉，聽一聽身體想告訴我什麼。

我跟編輯說，第三本書我寫不出快樂的文字，我感覺我打從心底就是一個悲觀的人。不知道為什麼說出這些話的時候，心裡感覺輕盈，承認自己是這樣的人，對我來說好重要，我允許自己是一個悲觀主義者。

說話的時候，我總是很慢，有時候很小聲，但我喜歡這樣說話，我可以感覺我和自己的在一起，我喜歡把心裡的話用不疾不徐地方式表達出來。只是，當我去點咖啡的時候，店員因為我的慢而皺眉的時候，我會感覺自己做錯了，這個世界這麼快，妳不應該慢慢來，大家都在忙碌，妳不應該停下來。我端著自己的咖啡回到座位上，我總是感覺與這個世界格格不入，不被接納的感覺，是因為我把世界排除在外嗎。

最近我把頭髮剪短了，毫不留念地。理髮師說我好勇敢，我其實不理解為什麼女生剪短髮會想哭，我總是那個最期待看見自己有變化的人，我期待看見新的自己，無論是什麼樣的髮型，我都可以接受，我唯一最受不了的是停滯不前。我無法留很長的頭髮，我沒有耐心。

我總是苛責自己的怠慢，不允許自己有一刻的松懈，明明我活得很工整，可是我卻感覺自己生活得一蹋糊塗。我想說的是，長大之後，我其實沒有變得更勇敢，只是把害怕藏起來了，我仍然是過去的那個自己，我仍然好需要靠外在的掌聲來確認自己的價值，我仍然需要世俗的成就來證明自己正在前進，我仍然脆弱，仍然易碎，仍然害怕在人群裡迷失自己。",【解析失敗】```
130,"那天，我坐在沙發上，想撥電話給誰，我不知道該打給誰，也不知道該從何說起。

最近心情起伏很大，總是在掉眼淚、總是不開心、總是在生氣。我想怪別人、怪天氣、怪所有外在的一切。可是我還是不開心。

在看似諸事不順的一個個事件裡，好像更能看清楚自己的樣貌，我一一地看見⋯原來我的態度會讓他人受傷、原來我是這樣對待別人的、原來我是這樣看待自己的。

「人只有在真正痛的時候，才會真的面對自己、才會意識到自己的核心。」我在筆記本裡翻到這句話，像是一個提醒也是鼓勵。

我知道我會好起來，因為此刻的我感覺得到痛，我終於意識到自己的錯誤，我可以讓自己重來，我可以不用在這樣痛苦的循環裡，生命的功課將會翻篇，我可以再走向下一個旅程了。",持續的絕望、自責感、輕度焦慮
131,"今天月經第一天，身體不舒服，心裡也跟著有點不開心。我總是在無法前進的時候，感覺難過。我很害怕自己停下腳步，害怕自己度過無意義的一天。

今天吞止痛藥的時候，第二顆藥卡在喉嚨裡下不去，暖暖正在哭，我著急著吃藥，趕緊再配一口水喝，然後突然感覺噁心想吐，那一刻我感覺自己真的好可憐，好希望這個屋子裡也能有個人來照顧我。最後一顆藥吞下去之後，繼續把暖暖抱進自己懷裡。

最近下載了一個App ，提醒我不要總是習慣性的打開社群媒體，不要無止境的滑手機，沒想到還真的有用，今天打開社群媒體的次數不到三次。

棉木先生最近在測試AI文字生成影片，問我想生成什麼畫面，我想了很久，腦海裡最期望的就是能夠有一天帶上寶寶和貓咪一起去爬山（大概這輩子不太可能完成)然後棉木先生傳來這樣的影片⋯⋯⋯⋯⋯⋯⋯",輕度焦慮和恐懼
132,"「只有自己最不爭氣，我一直掉進漩渦裡。」

就快要出月子中心了，不知道為什麼這段時間心情起伏很大，莫名的低潮、沒有原因的憂鬱、不想見任何人、討厭自己、對寶寶和先生感到愧疚。

是一種對未來的焦慮嗎？我感覺不是，我知道我可以適應任何事，我知道我會做得很好，即使很累。

我不想承認產後真的有「憂鬱」這件事，我不相信賀爾蒙真的對我造成心理的影響。以前的人都沒有「產後憂鬱」啊？妳是不是太弱了？我說服自己這是現代人的文明病，然後不斷責備自己的軟弱。

我怎麼能心情不好，我是媽媽，是這個家這麼重要的角色，我怎麼能把情緒帶給家人，憂鬱的我太自私了。

心情不好⋯ 感覺好像是一件很丟臉的事，我越來越不敢說，因為大家都用極大的耐心在陪我說話，只有自己最不爭氣，我一直掉進漩渦裡。

憂鬱，是一件很丟臉的事嗎？我不知道，對不起，我好糟糕，只覺得好難過，原來憂鬱就是這樣的感覺嗎？",持續的無助感、自責、低落情緒，符合中度憂鬱
133,沒辦法 我就是個累贅啊☺💔,輕度焦慮和自責感
134,"這陣子都是如此，沒有很晚睡，有時候還蠻早的，但始終睡不好，有種快崩潰的感覺。

躺在床上，一點睡意也沒有，這種慌亂的感覺我好不喜歡。

我現在最希望能達成的事情大概就是⋯每天都可以有開心、有快樂、有成就感、還有就是擁有好心情、可以睡的沉、睡得飽。

我想去找醫生求救嗚嗚🥹
為什麼藥吃了還是睡不好呢⋯
我感到了痛苦、不舒服、好沮喪。",持續的焦慮、無助感和情緒低落
135,"我也希望能有人這樣跟我說。
我們可以互道早安和晚安。
這樣子好像會有那麼一點點安全感⋯
也好像⋯感覺不會這麼寂寞了😔

最近的心情就是像盪鞦韆，晃來晃去、搖不停。

可以一下好、一下瞬間變不好。

我其實也不想這樣子，可是也不是我願意的⋯

對了，我知道我們不會再見面了。但是，我很希望你能別忘記我們之間曾有過的那些回憶，希望可以保留在心裡。我會好好收藏的，也希望你可以。

我覺得我在說廢話，因為這種事情⋯ㄜ根本不可能辦到啊啊啊⋯",持續的無助感和情緒低落，符合中度憂鬱
136,"算一算也超過一年了，我以為的美好已經「永遠」不會回到我身邊了。

很傷心、很難過、很沮喪、很失落、很無力。

曾帶給我的記憶，我知道有好有壞。

但是我覺得「好的方面」多過於「不好的部份」，只可惜我們已經沒有緣份了，應該就是緣份盡了吧。

我也有試著找找有沒有方法能夠實現，也去做了，我只知道真的真的沒有下文了，有種：我已經徹底被放棄了。

被不要了、被丟掉了。

想想那時候的我還為了你說的，每次去都會做，明明我心裡是超級不想做。

因為是件很麻煩的事，我也很懶的做。
可是因為你說的，我還是乖乖照做了。

只可惜，現在已經回不去以往那種快樂時光了。

雖然我很想看到你，雖然我很想跟你聊天，雖然我很期待你所說出來的話⋯等等。

但是我只能說：沒有辦法。

因為你已經放棄我了，劃下句點。
這是一個不完美的句點。

許多笑聲現在在我耳裡都開始懷疑是真的呢還是假的（？

我好累，超累（超沒希望⋯",持續的無助感、強烈的沮喪、輕度絕望
137,"我真的是要哭，但根本哭不出來⋯
這陣子每天都在睡不好、半夜會一直起來，然後也很難睡回去。
那種感覺好痛苦好難受。
我明明都有乖乖吃藥了為什麼還會這樣

我真的很想念之前某陣子會昏昏沉沉的時候，那種感覺比較美好、也很想念更早之前可以睡到中午。

現在不用六點就醒了，好累。

近期因為受傷的關係，導致不太能出門，我也想不到有什麼事情可以做的、有種：什麼事情都好無聊的感覺出現。

漫無目的也沒任何目標，我不知道該怎麼做才是比較好的。

我渴望嘻嘻哈哈的時刻、我懷念全家一起追劇到天黑的時期、我嚮往走到哪笑到哪的時候、有好多好多，可惜這些現在都離我而去了。

真悲傷。",輕度焦慮和絕望感
138,"怎麼辦⋯真的回不去了嗎？
看著以前的文字，就會想起以前是多麼快樂、多麼自在放鬆。
為什麼就這樣不見了，我好難過。
可不可以從來⋯可不可以再讓我進去⋯
我真的好喜歡那陣子的時光。",持續的無助感和輕度絕望
139,"我現在遊走在邊緣⋯我好累。
也不知道該怎麼辦⋯

精神不好也睡不好。",輕度焦慮和自責感
140,"真的是快受不了，非常之不舒服⋯
有什麼藥可以讓阿焦離我遠一點的，我很需要。
（時不時憂憂也會跑來鬧⋯）",輕度焦慮和無力感
